,TERMO
5100,SONAR
5101,SEVAM
5102,CROAC
5103,ADRIO
5104,CANSO
5105,ERADO
5106,ROUBE
5107,MELAR
5108,CITEI
5109,CRAVO
5110,MOCOS
5111,PROBO
5112,IJACI
5113,PUERA
5114,LUTOU
5115,LUITA
5116,SACUE
5117,OPINE
5118,ZAZAO
5119,VOUGO
5120,BESTA
5121,ROJAI
5122,ABACO
5123,TAPAM
5124,CATAM
5125,BUZIO
5126,CATES
5127,VERCA
5128,COAVA
5129,OCAPI
5130,COVIA
5131,FOULA
5132,BECAS
5133,VAZIA
5134,QUOTA
5135,NHOCA
5136,REJAO
5137,NEVEM
5138,ARGAN
5139,ADIAS
5140,LODAO
5141,ICARO
5142,COIAS
5143,SCOUT
5144,CASPA
5145,POJES
5146,OBOES
5147,VISAO
5148,DUBIA
5149,OROCO
5150,NICHA
5151,CHEVA
5152,UVAIA
5153,OPIMO
5154,GOZOU
5155,FOSSO
5156,MEIOS
5157,OCUPA
5158,AFARE
5159,TARSO
5160,FORJA
5161,CASTA
5162,MAMEY
5163,SALAI
5164,PELAM
5165,TOPEM
5166,CALAI
5167,TACHE
5168,OUVIR
5169,DETER
5170,CUPIM
5171,BANIU
5172,ELIAS
5173,RAPAM
5174,REDOR
5175,ELISO
5176,SUJOS
5177,CASTO
5178,RIMAS
5179,FATOR
5180,PATOA
5181,FRASE
5182,AFALA
5183,MACAR
5184,ESGAR
5185,DOULA
5186,VALDA
5187,ANDAS
5188,TRICK
5189,ACASO
5190,GRIDE
5191,JUNTA
5192,BISPA
5193,MUDES
5194,COITE
5195,DIECO
5196,TAPEM
5197,ALGOR
5198,QUECA
5199,VAZAI
5200,PIUMA
5201,CAVEI
5202,PILIO
5203,ATUEI
5204,MUQUE
5205,FEIXE
5206,TROTE
5207,IRATI
5208,CATEM
5209,RUMOU
5210,BUCHO
5211,GAIAR
5212,RABIL
5213,RUMEM
5214,ANOTO
5215,OPTAS
5216,SOROS
5217,FEBEU
5218,BROXA
5219,TEMOS
5220,VILAO
5221,CHAPE
5222,POSAR
5223,LARGA
5224,SAMOA
5225,ORATE
5226,BAETA
5227,VIGOR
5228,MISSE
5229,LHANO
5230,GEREI
5231,PORRE
5232,UNGIR
5233,LIBAR
5234,REUSO
5235,TECLA
5236,UREIA
5237,GEODO
5238,TENTE
5239,VAZAM
5240,MATEI
5241,OLHAI
5242,MOUSE
5243,REMOO
5244,SOMOU
5245,URSOS
5246,APIAI
5247,ALFAR
5248,LADRE
5249,MIJAO
5250,ZELAM
5251,ADVIR
5252,RODIO
5253,DANCE
5254,DIZIA
5255,BURCA
5256,CEDER
5257,DESCA
5258,NEVAR
5259,SENTO
5260,UBAIA
5261,TAMAO
5262,FISGA
5263,ALVOS
5264,GAGUE
5265,DRACO
5266,ARULA
5267,TIRAS
5268,ABADA
5269,FRITO
5270,MOCAO
5271,PESES
5272,IREIS
5273,AZOAI
5274,ROJEI
5275,FUNGA
5276,CRAWL
5277,ACUES
5278,ATUAS
5279,BOCAS
5280,ECRAN
5281,MOINA
5282,PERRO
5283,NICAR
5284,UIVAS
5285,MUITO
5286,BEICO
5287,LEXIA
5288,VIVIA
5289,PUNAS
5290,TESAO
5291,ABALE
5292,NAOMI
5293,CANON
5294,CLEAN
5295,NEGAR
5296,GIRUA
5297,PENAM
5298,PROTO
5299,BOICA
5300,PAREI
5301,IAQUE
5302,BASSE
5303,GERAS
5304,NIQAB
5305,CASSO
5306,LIEIS
5307,COUVE
5308,RAFAI
5309,ADAES
5310,CUIDO
5311,GUSLA
5312,CATOU
5313,FARMA
5314,VIROL
5315,DELEI
5316,TUNAS
5317,GOSTA
5318,IMITA
5319,JOANA
5320,PARAR
5321,MOADO
5322,COLEM
5323,BANGA
5324,FELPO
5325,GANSO
5326,NANJA
5327,SALDO
5328,AMEAR
5329,MACRO
5330,FLATE
5331,CABOS
5332,ROLEI
5333,FORUM
5334,PAGAO
5335,SAGAZ
5336,PENEI
5337,RUBRA
5338,VAGAR
5339,MOGNO
5340,BANEM
5341,PAIXA
5342,BOTAR
5343,JUROU
5344,CONHO
5345,PRION
5346,FALHO
5347,PIORE
5348,SOVOU
5349,NUBIL
5350,MUQUI
5351,TRICA
5352,CODEA
5353,NONES
5354,PODOA
5355,ILUDA
5356,QUARE
5357,CLUBE
5358,CUTER
5359,NODAR
5360,GIRAR
5361,MUNTO
5362,PENAI
5363,PREGO
5364,PAUSA
5365,FUGIU
5366,MUSME
5367,CARPA
5368,LUMEN
5369,MEQUI
5370,BAREM
5371,CIPRA
5372,CHIBO
5373,TELAR
5374,BALSA
5375,ANULE
5376,VIGIO
5377,VILAR
5378,ADIOU
5379,ARCOL
5380,BAIXE
5381,PARAU
5382,LAGOS
5383,TAROT
5384,SEIVA
5385,SILFO
5386,ALCAR
5387,XHOSA
5388,LORFO
5389,DEITA
5390,COSCA
5391,DECAM
5392,BAILA
5393,BOITA
5394,CURDO
5395,TOSTE
5396,FILHA
5397,SUTIS
5398,CAVAI
5399,PUTAO
5400,MIITE
5401,LUCAS
5402,BALAR
5403,LERDO
5404,MEIRE
5405,VIGIL
5406,MORNE
5407,FUMOU
5408,CANJA
5409,IPABA
5410,SALAZ
5411,CABER
5412,GANDA
5413,FOSCA
5414,TURNE
5415,BOCHA
5416,SOUBE
5417,JOLHO
5418,ADAMO
5419,PATAS
5420,GOSMA
5421,LOTUS
5422,NOTOU
5423,COMAS
5424,MOFAR
5425,HIENA
5426,VINDE
5427,SEREI
5428,ORGAO
5429,NECRA
5430,PRECE
5431,POSTA
5432,PLICA
5433,TETIS
5434,IRANI
5435,OBRAR
5436,MOUTA
5437,OGANO
5438,ITAJE
5439,RALHO
5440,SALHO
5441,BOBOT
5442,VEZES
5443,REZAI
5444,INCAS
5445,PILEI
5446,JUNIA
5447,RETAS
5448,VEADA
5449,ALOES
5450,PISAS
5451,BANTO
5452,JUNTO
5453,OTITE
5454,MICAR
5455,XOTEM
5456,FAITO
5457,TESTO
5458,PIZZA
5459,IGUAL
5460,JUINA
5461,TRIPE
5462,COPOM
5463,ANAHY
5464,LABEU
5465,FARIA
5466,PREZO
5467,LUTAR
5468,VISEU
5469,RANGO
5470,GUAXO
5471,QUITE
5472,AMARO
5473,MIREI
5474,MOFES
5475,DOURA
5476,TRIGO
5477,IMPIA
5478,FEBRE
5479,RELES
5480,RUINA
5481,PILHA
5482,VORAZ
5483,DALIA
5484,FOSTE
5485,MONSO
5486,SAMBA
5487,TRARA
5488,BUNHO
5489,LAREU
5490,RUGBY
5491,PILUM
5492,CREIO
5493,TIAGA
5494,VENDO
5495,HUSAR
5496,MANSO
5497,ROCIM
5498,ATONI
5499,ARELA
5500,ALIBI
5501,PENSO
5502,NESTA
5503,ABOCO
5504,CALCE
5505,LITES
5506,MUITA
5507,COBRE
5508,AARAO
5509,TEUDO
5510,ACUEM
5511,IMIGO
5512,JIRAU
5513,CITAI
5514,VIRGO
5515,ERERE
5516,JORRO
5517,SACIO
5518,COLOU
5519,NORAS
5520,CHAGA
5521,LINFA
5522,NAROM
5523,VEGAN
5524,VEXAR
5525,REMES
5526,BUMBO
5527,DACAO
5528,AFADE
5529,GUGLO
5530,ABACA
5531,PUNIR
5532,INDUS
5533,SOPRO
5534,LAMIA
5535,DACAR
5536,DISSO
5537,CURAM
5538,TAIER
5539,SICLO
5540,CAIOS
5541,REBOO
5542,TENSA
5543,ADITO
5544,GELOU
5545,MOTAR
5546,TECLE
5547,HAPAX
5548,VENHA
5549,COITA
5550,BEBUM
5551,BIANA
5552,SUBIS
5553,BINAR
5554,CLIMA
5555,PONTO
5556,DAVID
5557,TANSA
5558,FEBRA
5559,JUSAO
5560,HAREM
5561,PLENO
5562,LANHO
5563,ANONA
5564,MAGOS
5565,ROSNE
5566,SUEVO
5567,BAIAR
5568,PODEM
5569,ROTAR
5570,PARIU
5571,ASCII
5572,COVER
5573,GREVE
5574,NILOS
5575,BORAX
5576,MARAR
5577,PROSA
5578,DANES
5579,BIELA
5580,ROSEO
5581,BOATE
5582,GOLPE
5583,ALGAS
5584,ROMBO
5585,DRENE
5586,TROPO
5587,LASCA
5588,TURNO
5589,PAGER
5590,CERDA
5591,TUTES
5592,XELIM
5593,MONTE
5594,PROVE
5595,RONDE
5596,CHATA
5597,FUZIL
5598,BARCO
5599,VAZAO
5600,DUROU
5601,REMOU
5602,PAMPO
5603,NENEM
5604,PULGA
5605,AVISE
5606,PAIRO
5607,FORNO
5608,LATIA
5609,FICOU
5610,LUEIS
5611,LEVES
5612,VIRES
5613,GORES
5614,RODEM
5615,SUPRE
5616,ASSUA
5617,DETEM
5618,ACTOR
5619,VEDAR
5620,CHEDE
5621,GOCHO
5622,CASOS
5623,TRAIR
5624,TIBIO
5625,FUSTE
5626,FUNIL
5627,ADULO
5628,VAMPE
5629,FIMIA
5630,XOPIM
5631,DONAS
5632,NEPAL
5633,DOMAR
5634,LOCAL
5635,TONAL
5636,POLHO
5637,RIANA
5638,MOEIS
5639,DOIAM
5640,COSME
5641,ERRAI
5642,CANTE
5643,PELAR
5644,DECER
5645,FURAO
5646,FURTA
5647,ANDEM
5648,FRUIS
5649,VADIA
5650,FALAI
5651,FORCE
5652,DIZEM
5653,HEMOS
5654,ULPIA
5655,FLASH
5656,BASES
5657,CASAI
5658,FIAMA
5659,GOIVA
5660,CAPEM
5661,RINSO
5662,REBAR
5663,GIBAO
5664,HEDRA
5665,MAMBA
5666,DANDO
5667,APORA
5668,CUREM
5669,NORSA
5670,HORTO
5671,REZOU
5672,PISEM
5673,CONAS
5674,PULHA
5675,ILHAS
5676,CLINA
5677,GOZAS
5678,MESES
5679,STOCK
5680,PROVA
5681,FOCAO
5682,SOCAR
5683,CALEI
5684,GOELA
5685,TRELA
5686,DEVES
5687,MADRE
5688,MIUDO
5689,JATEI
5690,FAIXA
5691,RURAL
5692,OBRAM
5693,PERLE
5694,ARDIA
5695,TELEM
5696,ABECO
5697,COTRA
5698,PETIZ
5699,BORBA
5700,ADIAR
5701,DEDAO
5702,MAMBO
5703,ACHAM
5704,IRENE
5705,PROFa
5706,GOROU
5707,ANOES
5708,BULHO
5709,DESCI
5710,LUMIA
5711,NAGAR
5712,FUROU
5713,CALES
5714,TURBE
5715,AJUDA
5716,ODEON
5717,LADRO
5718,UVIAR
5719,VIVAZ
5720,ARACA
5721,BROTE
5722,PRIMO
5723,ANUIR
5724,CANGA
5725,IRITE
5726,NUVEO
5727,BURLA
5728,ACETO
5729,APURE
5730,JAVRE
5731,KONEL
5732,DINKA
5733,RIMAI
5734,ATUAI
5735,OUVIA
5736,PINHA
5737,GAIAS
5738,COSTO
5739,COPLA
5740,LISTA
5741,PROCU
5742,APODO
5743,AQUEM
5744,ARAME
5745,ARARA
5746,ARCOS
5747,AREAL
5748,AREIA
5749,ARENA
5750,ARGEL
5751,ARIAS
5752,ARIES
5753,ARIGO
5754,ARQUI
5755,ASARA
5756,ASSAI
5757,ATARA
5758,ATEIA
5759,ATICO
5760,ATLAS
5761,ATREU
5762,AUREA
5763,AVARO
5764,AVELA
5765,BABEL
5766,BAGRE
5767,BAIAO
5768,BANCA
5769,BANDA
5770,BANDO
5771,BARAO
5772,BARRA
5773,BARRO
5774,BAURU
5775,BENTO
5776,BEQUE
5777,BICAS
5778,LISTA
5779,PROXI
5780,PALAV
5781,DE VO
5782,40399
5783,26603
5784,16234
5785,5763 
5786,11555
5787,8076 
5788,SABER
5789,PRIVA
5790,INFOR
5791,LISTA
5792,PROCU
5793,BOCAL
5794,BONUS
5795,BORAS
5796,BORDO
5797,BOROA
5798,BRACO
5799,BRAGA
5800,BREJO
5801,BREVE
5802,BROCA
5803,BRUNA
5804,BRUNO
5805,BUCAL
5806,BUENO
5807,BUGRE
5808,BUNDA
5809,BUQUE
5810,BURIL
5811,BUTIA
5812,CAABA
5813,CACHE
5814,CAFES
5815,CAIBO
5816,CAICO
5817,CAIRO
5818,CALCO
5819,CALVA
5820,CALVO
5821,CAMBE
5822,CAMPA
5823,CANTA
5824,CANZA
5825,CAPIM
5826,CAQUI
5827,CARAI
5828,CARAS
5829,CARNE
5830,CASCA
5831,CATAR
5832,CEARA
5833,CEDEM
5834,CEDES
5835,CELSA
5836,CELSO
5837,CENTI
5838,CESAR
5839,LISTA
5840,PROXI
5841,PALAV
5842,DE VO
5843,40399
5844,26603
5845,16234
5846,5763 
5847,11555
5848,8076 
5849,SABER
5850,PRIVA
5851,INFOR
5852,LISTA
5853,PROCU
5854,CHALE
5855,CHARL
5856,CHATO
5857,CHAVE
5858,CHIBE
5859,CHICA
5860,CHICO
5861,CHINA
5862,CHINO
5863,CHOCA
5864,CHORO
5865,CHUCA
5866,CIANO
5867,CIBER
5868,CISNE
5869,CITAS
5870,CLARA
5871,CLARO
5872,COARA
5873,COBRA
5874,COCAR
5875,CODEO
5876,COINA
5877,COIRA
5878,COITO
5879,CONDE
5880,COPIA
5881,CORVO
5882,COSMO
5883,COSTA
5884,COURA
5885,COUTO
5886,COVID
5887,COXIM
5888,CROCA
5889,CUITE
5890,CUNHA
5891,CURIO
5892,CUSCO
5893,CUTIA
5894,D'AGU
5895,DAIME
5896,DANCA
5897,DARIA
5898,DARIO
5899,DATAS
5900,LISTA
5901,PROXI
5902,PALAV
5903,DE VO
5904,40399
5905,26603
5906,16234
5907,5763 
5908,11555
5909,8076 
5910,SABER
5911,PRIVA
5912,INFOR
5913,LISTA
5914,PROCU
5915,DEJET
5916,DELTA
5917,DEMOS
5918,DERMA
5919,DERME
5920,DIABO
5921,DIESE
5922,DILUI
5923,DIOGO
5924,DIVAS
5925,DIVOS
5926,DOARA
5927,DODOS
5928,DOERA
5929,DOIDA
5930,DOIDO
5931,DOIRO
5932,DOURO
5933,DULCI
5934,EBOLA
5935,EDEIA
5936,EDITO
5937,EIRAS
5938,EMAIL
5939,ENJOO
5940,ESTER
5941,ÊXODO
5942,FAIAL
5943,FAINA
5944,FARAO
5945,FAROL
5946,LISTA
5947,PROXI
5948,PALAV
5949,DE VO
5950,40399
5951,26603
5952,16234
5953,5763 
5954,11555
5955,8076 
5956,SABER
5957,PRIVA
5958,INFOR
5959,LISTA
5960,PROCU
5961,FELIZ
5962,FEMUR
5963,FENIX
5964,FENTO
5965,FERIA
5966,FERRA
5967,FILHO
5968,FINAL
5969,FINIT
5970,FIRMA
5971,FIRMO
5972,FLAVA
5973,FLAVO
5974,FLORA
5975,FLORO
5976,FOBIA
5977,FOCAR
5978,FOLIA
5979,FORCA
5980,FORME
5981,FORRO
5982,FROTA
5983,FULVA
5984,FULVO
5985,FUNAI
5986,FUSCI
5987,GABAO
5988,GALES
5989,GALIA
5990,GAMAS
5991,GAMBA
5992,GAMIA
5993,GANHO
5994,GARCA
5995,GATOS
5996,GEMEO
5997,GENIO
5998,GLACE
5999,GONIS
6000,GRACA
6001,LISTA
6002,PROXI
6003,PALAV
6004,DE VO
6005,40399
6006,26603
6007,16234
6008,5763 
6009,11555
6010,8076 
6011,SABER
6012,PRIVA
6013,INFOR
6014,LISTA
6015,PROCU
6016,GRADO
6017,GRAFO
6018,GRECO
6019,GROLO
6020,GUAPO
6021,GUARA
6022,GUINE
6023,HADES
6024,HAGIO
6025,HAUCA
6026,HAVAI
6027,HECTO
6028,HEDON
6029,HELIO
6030,HEPTA
6031,HIDRO
6032,HINDI
6033,HIPER
6034,HOMEM
6035,HORAS
6036,HORTA
6037,IDADE
6038,IDEIA
6039,IEMEM
6040,IEMEN
6041,IMPAR
6042,INDIA
6043,INDIO
6044,INFRA
6045,INTRA
6046,IOCTO
6047,IPIRA
6048,IPORA
6049,IRARA
6050,ISCNO
6051,ITALA
6052,ITALO
6053,JACIS
6054,JANIO
6055,JAPAO
6056,JAQUE
6057,JESUS
6058,JIADE
6059,JIHAD
6060,JOIAS
6061,JUDAS
6062,JULHO
6063,JULIA
6064,JULIO
6065,JUNHO
6066,LISTA
6067,PROXI
6068,PALAV
6069,DE VO
6070,40399
6071,26603
6072,16234
6073,5763 
6074,11555
6075,8076 
6076,SABER
6077,PRIVA
6078,INFOR
6079,LISTA
6080,PROCU
6081,LACAR
6082,LAGOA
6083,LAPAO
6084,LAPIA
6085,LAUDA
6086,LAUDO
6087,LAURA
6088,LAURO
6089,LEBRE
6090,LEDAS
6091,LEDOS
6092,LEITE
6093,LEMES
6094,LEUCO
6095,LIARA
6096,LIBER
6097,LIBRA
6098,LINCE
6099,LIRAS
6100,LIRIO
6101,LOCUS
6102,LOGIN
6103,LOGOS
6104,LOMBA
6105,LOUCA
6106,LOUCO
6107,LOUSA
6108,LUARA
6109,LUCIA
6110,LUCIO
6111,LUZES
6112,LUZIA
6113,MACAO
6114,MACAU
6115,MACUA
6116,MAFRA
6117,MAGNA
6118,MAGNO
6119,MAGOA
6120,MAIOS
6121,MALES
6122,MALHO
6123,MALTA
6124,MALUS
6125,MALVA
6126,LISTA
6127,PROXI
6128,PALAV
6129,DE VO
6130,40399
6131,26603
6132,16234
6133,5763 
6134,11555
6135,8076 
6136,SABER
6137,PRIVA
6138,INFOR
6139,LISTA
6140,PROCU
6141,MANDE
6142,MANES
6143,MANGA
6144,MANHA
6145,MANIA
6146,MANTO
6147,MARAS
6148,MARAU
6149,MARCA
6150,MARCO
6151,MARES
6152,MARIA
6153,MARIO
6154,MAROS
6155,MARRA
6156,MARTA
6157,MEDIA
6158,MENTE
6159,MENTO
6160,METRO
6161,MIARA
6162,MICHE
6163,MICRO
6164,MILHA
6165,MINIX
6166,MIRAI
6167,MIXER
6168,MOCAR
6169,MOEDA
6170,MOERA
6171,MOICO
6172,MOITA
6173,MOSCA
6174,MOUCO
6175,MOURA
6176,MOVEL
6177,MUCUM
6178,MURCA
6179,N'AGU
6180,NATAL
6181,NECRO
6182,NEFRO
6183,NELAS
6184,NEVES
6185,LISTA
6186,PROXI
6187,PALAV
6188,DE VO
6189,40399
6190,26603
6191,16234
6192,5763 
6193,11555
6194,8076 
6195,SABER
6196,PRIVA
6197,INFOR
6198,LISTA
6199,PROCU
6200,NIVEA
6201,NIVEO
6202,NIVER
6203,NOBEL
6204,NOIVA
6205,NOIVO
6206,NONOS
6207,NORMA
6208,NUBIA
6209,NUBIO
6210,NUPER
6211,OBOLO
6212,OFURO
6213,OLIVA
6214,OLIVO
6215,OMEGA
6216,ORARA
6217,ORION
6218,ORIXA
6219,OSCAR
6220,OSMAR
6221,OUREM
6222,OXALA
6223,OXIDO
6224,PALIO
6225,PALMA
6226,PALU'
6227,PANCA
6228,PARAI
6229,PAREO
6230,PASTO
6231,PATIA
6232,PATOS
6233,PATRI
6234,PAULA
6235,PAVAO
6236,PEDRA
6237,PEIXE
6238,PELAI
6239,PELOS
6240,PENHA
6241,PENIS
6242,PEQUI
6243,PERAS
6244,PERLA
6245,PERLO
6246,LISTA
6247,PROXI
6248,PALAV
6249,DE VO
6250,40399
6251,26603
6252,16234
6253,5763 
6254,11555
6255,8076 
6256,SABER
6257,PRIVA
6258,INFOR
6259,LISTA
6260,PROCU
6261,PIARA
6262,PILAR
6263,PINTO
6264,PIRES
6265,PISCI
6266,PIXEL
6267,PLURI
6268,POETA
6269,POGON
6270,POLOS
6271,POMBA
6272,PONEI
6273,POPOS
6274,PORNO
6275,PORRI
6276,PORTA
6277,PORTO
6278,POSSE
6279,POTRO
6280,PRADO
6281,PRAGA
6282,PRAIA
6283,PRATA
6284,PRATO
6285,PRONA
6286,PSICO
6287,QUEDE
6288,QUILO
6289,QUINA
6290,RADIO
6291,RAMOS
6292,RANCO
6293,RECUA
6294,REGIA
6295,LISTA
6296,PROXI
6297,PALAV
6298,DE VO
6299,40399
6300,26603
6301,16234
6302,5763 
6303,11555
6304,8076 
6305,SABER
6306,PRIVA
6307,INFOR
6308,LISTA
6309,PROCU
6310,REGIO
6311,REMOI
6312,RENIO
6313,RETRO
6314,RITOS
6315,ROCAR
6316,ROCAS
6317,ROCIO
6318,RODES
6319,ROMAO
6320,ROMAS
6321,ROSAS
6322,RUBIA
6323,RUBIM
6324,RUIDO
6325,SABIA
6326,SALES
6327,SALTO
6328,SALVA
6329,SALVO
6330,SANJA
6331,SANTA
6332,SANTO
6333,SAQUE
6334,SARAS
6335,SAROS
6336,SARTA
6337,SATAO
6338,SAUDE
6339,SCIFI
6340,SEARA
6341,SEITA
6342,SEMEN
6343,SEMIS
6344,SENAO
6345,SENIO
6346,SERIA
6347,SERIO
6348,SERRA
6349,SERRO
6350,SERTA
6351,SEXTI
6352,LISTA
6353,PROXI
6354,PALAV
6355,DE VO
6356,40399
6357,26603
6358,16234
6359,5763 
6360,11555
6361,8076 
6362,SABER
6363,PRIVA
6364,INFOR
6365,LISTA
6366,PROCU
6367,SILVA
6368,SIMAO
6369,SIRIA
6370,SOARA
6371,SOBRE
6372,SOERA
6373,SOFIA
6374,SOROR
6375,SOUSA
6376,SOUZA
6377,SUBST
6378,SUCRE
6379,SUICA
6380,SUPER
6381,SUTIL
6382,TABUA
6383,TAINA
6384,TALES
6385,TALIA
6386,TALIM
6387,TALIO
6388,TANTA
6389,TAPES
6390,TAQUI
6391,TAURO
6392,TELAS
6393,TELES
6394,TELHA
6395,TENCA
6396,TENIS
6397,TENUE
6398,TENUI
6399,TERCO
6400,TERMO
6401,TERRA
6402,TIETE
6403,TIMAO
6404,TIMBO
6405,TINGE
6406,LISTA
6407,PROXI
6408,PALAV
6409,DE VO
6410,40399
6411,26603
6412,16234
6413,5763 
6414,11555
6415,8076 
6416,SABER
6417,PRIVA
6418,INFOR
6419,LISTA
6420,PROCU
6421,TIROS
6422,TOIRO
6423,TOMAR
6424,TOMAS
6425,TOMES
6426,TONER
6427,TONGA
6428,TOUCA
6429,TOURO
6430,TRANS
6431,TRENO
6432,TROCA
6433,TROCO
6434,TROIA
6435,TULIO
6436,TUPAS
6437,TURVO
6438,ULTRA
6439,UNIAO
6440,URANO
6441,URUPA
6442,USARA
6443,VARIA
6444,VARIO
6445,VASCO
6446,VAZES
6447,VEIGA
6448,VELAI
6449,VELAS
6450,VENIA
6451,VENUS
6452,VERAO
6453,VERAS
6454,VERBO
6455,VEROS
6456,LISTA
6457,PROXI
6458,PALAV
6459,DE VO
6460,40399
6461,26603
6462,16234
6463,5763 
6464,11555
6465,8076 
6466,SABER
6467,PRIVA
6468,INFOR
6469,LISTA
6470,PROCU
6471,VIGIA
6472,VIRAS
6473,VOLEI
6474,VOMER
6475,XARIA
6476,XAXIM
6477,XENON
6478,XEREZ
6479,XEROX
6480,XISTO
6481,ZAMBI
6482,ZEPTO
6483,ZOICO
6484,ZUMBI
6485,LISTA
6486,PROXI
6487,PALAV
6488,DE VO
6489,40399
6490,26603
6491,16234
6492,5763 
6493,11555
6494,8076 
6495,SABER
6496,PRIVA
6497,INFOR
